month,country,net_flow_musd,table
2023-04,Jersey,2089,slt2_us_lt_total_net
2023-04,Kazakhstan,140,slt1_for_lt_total_net
2023-04,Kazakhstan,-84,slt2_us_lt_total_net
2023-04,"Korea, South",-415,slt1_for_lt_total_net
2023-04,"Korea, South",290,slt2_us_lt_total_net
2023-04,Kuwait,1713,slt1_for_lt_total_net
2023-04,Kuwait,-104,slt2_us_lt_total_net
2023-04,Lebanon,8,slt1_for_lt_total_net
2023-04,Lebanon,1,slt2_us_lt_total_net
2023-04,Liberia,11,slt1_for_lt_total_net
2023-04,Liberia,-189,slt2_us_lt_total_net
2023-04,Luxembourg,1006,slt1_for_lt_total_net
2023-04,Luxembourg,-105,slt2_us_lt_total_net
2023-04,Malaysia,214,slt1_for_lt_total_net
2023-04,Malaysia,-26,slt2_us_lt_total_net
2023-04,Mauritius,-330,slt1_for_lt_total_net
2023-04,Mauritius,-217,slt2_us_lt_total_net
2023-04,Memo: Euro Area,32481,slt1_for_lt_total_net
2023-04,Memo: Euro Area,-6805,slt2_us_lt_total_net
2023-04,Memo: European Union,36194,slt1_for_lt_total_net
2023-04,Memo: European Union,-7223,slt2_us_lt_total_net
2023-04,Mexico,4486,slt1_for_lt_total_net
2023-04,Mexico,-1420,slt2_us_lt_total_net
2023-04,Monaco,-16,slt1_for_lt_total_net
2023-04,Monaco,0,slt2_us_lt_total_net
2023-04,Morocco,-562,slt1_for_lt_total_net
2023-04,Morocco,-243,slt2_us_lt_total_net
2023-04,Netherlands,-2347,slt1_for_lt_total_net
2023-04,Netherlands,-3606,slt2_us_lt_total_net
2023-04,New Zealand,-111,slt1_for_lt_total_net
2023-04,New Zealand,-592,slt2_us_lt_total_net
2023-04,Norway,6081,slt1_for_lt_total_net
2023-04,Norway,-387,slt2_us_lt_total_net
2023-04,Of Which: Asset-Backed Securities,6935,slt1_for_lt_total_net
2023-04,Of Which: Asset-Backed Securities,1653,slt2_us_lt_total_net
2023-04,Of Which: Depository Institutions,-494,slt1_for_lt_total_net
2023-04,Of Which: Depository Institutions,-40882,slt2_us_lt_total_net
2023-04,Of Which: Foreign Non-Official,68331,slt1_for_lt_total_net
2023-04,Of Which: Foreign Non-Official Asset-Backed Securities,5841,slt1_for_lt_total_net
2023-04,Of Which: Foreign Non-Official Depository Institutions,-425,slt1_for_lt_total_net
2023-04,Of Which: Foreign Non-Official Fund Shares,-1642,slt1_for_lt_total_net
2023-04,Of Which: Foreign Non-Official Non-Financial Organizations,-17186,slt1_for_lt_total_net
2023-04,Of Which: Foreign Non-Official Other Financial Organizations,-10383,slt1_for_lt_total_net
2023-04,Of Which: Foreign Non-Official State & Local General Government,-63,slt1_for_lt_total_net
2023-04,Of Which: Foreign Official,35547,slt1_for_lt_total_net
2023-04,Of Which: Foreign Official Asset-Backed Securities,1094,slt1_for_lt_total_net
2023-04,Of Which: Foreign Official Depository Institutions,-69,slt1_for_lt_total_net
2023-04,Of Which: Foreign Official Fund Shares,-509,slt1_for_lt_total_net
2023-04,Of Which: Foreign Official Non-Financial Organizations,2075,slt1_for_lt_total_net
2023-04,Of Which: Foreign Official Other Financial Organizations,-2192,slt1_for_lt_total_net
2023-04,Of Which: Foreign Official State & Local General Government,-95,slt1_for_lt_total_net
2023-04,Of Which: Fund Shares,-2151,slt1_for_lt_total_net
2023-04,Of Which: Fund Shares,-4716,slt2_us_lt_total_net
2023-04,Of Which: Non-Financial Organizations,-15111,slt1_for_lt_total_net
2023-04,Of Which: Non-Financial Organizations,-7163,slt2_us_lt_total_net
2023-04,Of Which: Other Financial Organizations,-12575,slt1_for_lt_total_net
2023-04,Of Which: Other Financial Organizations,37067,slt2_us_lt_total_net
2023-04,Of Which: State & Local General Government,-158,slt1_for_lt_total_net
2023-04,Pakistan,0,slt1_for_lt_total_net
2023-04,Pakistan,-12,slt2_us_lt_total_net
2023-04,Panama,369,slt1_for_lt_total_net
2023-04,Panama,-510,slt2_us_lt_total_net
2023-04,Peru,-634,slt1_for_lt_total_net
2023-04,Peru,-793,slt2_us_lt_total_net
2023-04,Philippines,169,slt1_for_lt_total_net
2023-04,Philippines,-230,slt2_us_lt_total_net
2023-04,Poland,2246,slt1_for_lt_total_net
2023-04,Poland,1630,slt2_us_lt_total_net
2023-04,Portugal,256,slt1_for_lt_total_net
2023-04,Portugal,148,slt2_us_lt_total_net
2023-04,Romania,-105,slt1_for_lt_total_net
2023-04,Romania,-372,slt2_us_lt_total_net
2023-04,Russia,9,slt1_for_lt_total_net
2023-04,Russia,82,slt2_us_lt_total_net
2023-04,Saint Kitts and Nevis,-14,slt1_for_lt_total_net
2023-04,Saudi Arabia,-2842,slt1_for_lt_total_net
2023-04,Serbia,39,slt1_for_lt_total_net
2023-04,Serbia,-64,slt2_us_lt_total_net
2023-04,Singapore,9630,slt1_for_lt_total_net
2023-04,Singapore,-648,slt2_us_lt_total_net
2023-04,South Africa,102,slt1_for_lt_total_net
2023-04,South Africa,-697,slt2_us_lt_total_net
2023-04,Spain,-870,slt1_for_lt_total_net
2023-04,Spain,-162,slt2_us_lt_total_net
2023-04,Sweden,-92,slt1_for_lt_total_net
2023-04,Sweden,-1413,slt2_us_lt_total_net
2023-04,Switzerland,-16776,slt1_for_lt_total_net
2023-04,Switzerland,112,slt2_us_lt_total_net
2023-04,Syria,0,slt1_for_lt_total_net
2023-04,Taiwan,4965,slt1_for_lt_total_net
2023-04,Taiwan,574,slt2_us_lt_total_net
2023-04,Thailand,3218,slt1_for_lt_total_net
2023-04,Thailand,-361,slt2_us_lt_total_net
2023-04,Total Africa,-1388,slt1_for_lt_total_net
2023-04,Total Africa,-1925,slt2_us_lt_total_net
2023-04,Total Asia,41055,slt1_for_lt_total_net
2023-04,Total Asia,8796,slt2_us_lt_total_net
2023-04,Total Caribbean,9918,slt1_for_lt_total_net
2023-04,Total Caribbean,-7105,slt2_us_lt_total_net
2023-04,Total Europe,41936,slt1_for_lt_total_net
2023-04,Total Europe,-4027,slt2_us_lt_total_net
2023-04,Total IROs,2172,slt1_for_lt_total_net
2023-04,Total IROs,-7140,slt2_us_lt_total_net
2023-04,Total Latin America,11278,slt1_for_lt_total_net
2023-04,Total Latin America,-4489,slt2_us_lt_total_net
2023-04,Total Other,-2271,slt1_for_lt_total_net
2023-04,Total Other,259,slt2_us_lt_total_net
2023-04,Total Regional Orgs.,155,slt1_for_lt_total_net
2023-04,Total Regional Orgs.,-4955,slt2_us_lt_total_net
2023-04,Trinidad and Tobago,228,slt1_for_lt_total_net
2023-04,Trinidad and Tobago,-66,slt2_us_lt_total_net
2023-04,Turkey,146,slt1_for_lt_total_net
2023-04,Turkey,-198,slt2_us_lt_total_net
2023-04,Ukraine,3274,slt1_for_lt_total_net
2023-04,Ukraine,-14,slt2_us_lt_total_net
2023-04,United Arab Emirates,3775,slt1_for_lt_total_net
2023-04,United Arab Emirates,185,slt2_us_lt_total_net
2023-04,United Kingdom,11511,slt1_for_lt_total_net
2023-04,United Kingdom,1801,slt2_us_lt_total_net
2023-04,Uruguay,795,slt1_for_lt_total_net
2023-04,Uruguay,-538,slt2_us_lt_total_net
2023-04,Venezuela,-234,slt1_for_lt_total_net
2023-04,Venezuela,-35,slt2_us_lt_total_net
2023-05,All Countries,76147,slt1_for_lt_total_net
2023-05,All Countries,36328,slt2_us_lt_total_net
2023-05,Anguilla,402,slt1_for_lt_total_net
2023-05,Argentina,144,slt1_for_lt_total_net
2023-05,Argentina,406,slt2_us_lt_total_net
2023-05,Aruba,-24,slt1_for_lt_total_net
2023-05,Aruba,3,slt2_us_lt_total_net
2023-05,Australia,-6794,slt1_for_lt_total_net
2023-05,Australia,519,slt2_us_lt_total_net
2023-05,Austria,-9602,slt1_for_lt_total_net
2023-05,Austria,444,slt2_us_lt_total_net
2023-05,Bahamas,-502,slt1_for_lt_total_net
2023-05,Bahamas,64,slt2_us_lt_total_net
2023-05,Barbados,-1641,slt1_for_lt_total_net
2023-05,Barbados,142,slt2_us_lt_total_net
2023-05,Belgium,-4265,slt1_for_lt_total_net
2023-05,Belgium,178,slt2_us_lt_total_net
2023-05,Bermuda,5651,slt1_for_lt_total_net
2023-05,Bermuda,-406,slt2_us_lt_total_net
2023-05,Brazil,2330,slt1_for_lt_total_net
2023-05,Brazil,-713,slt2_us_lt_total_net
2023-05,British Virgin Islands,-149,slt1_for_lt_total_net
2023-05,British Virgin Islands,-282,slt2_us_lt_total_net
2023-05,Bulgaria,-20,slt1_for_lt_total_net
2023-05,Bulgaria,1,slt2_us_lt_total_net
2023-05,Canada,36001,slt1_for_lt_total_net
2023-05,Canada,-4931,slt2_us_lt_total_net
2023-05,Cayman Islands,31452,slt1_for_lt_total_net
2023-05,Cayman Islands,6616,slt2_us_lt_total_net
2023-05,Chile,2264,slt1_for_lt_total_net
2023-05,Chile,265,slt2_us_lt_total_net
2023-05,"China, Mainland",-11989,slt1_for_lt_total_net
2023-05,"China, Mainland",2251,slt2_us_lt_total_net
2023-05,Colombia,-2901,slt1_for_lt_total_net
2023-05,Colombia,471,slt2_us_lt_total_net
2023-05,Costa Rica,232,slt1_for_lt_total_net
2023-05,Costa Rica,98,slt2_us_lt_total_net
2023-05,Cuba,2,slt1_for_lt_total_net
2023-05,Cuba,0,slt2_us_lt_total_net
2023-05,Curacao,-187,slt1_for_lt_total_net
2023-05,Curacao,12,slt2_us_lt_total_net
2023-05,Cyprus,39,slt1_for_lt_total_net
2023-05,Cyprus,55,slt2_us_lt_total_net
2023-05,Czech Republic,-198,slt1_for_lt_total_net
2023-05,Czech Republic,166,slt2_us_lt_total_net
2023-05,Denmark,-6704,slt1_for_lt_total_net
2023-05,Denmark,395,slt2_us_lt_total_net
2023-05,Ecuador,15,slt1_for_lt_total_net
2023-05,Ecuador,-191,slt2_us_lt_total_net
2023-05,Egypt,1,slt1_for_lt_total_net
2023-05,Egypt,-86,slt2_us_lt_total_net
2023-05,Finland,682,slt1_for_lt_total_net
2023-05,Finland,201,slt2_us_lt_total_net
2023-05,France,-9985,slt1_for_lt_total_net
2023-05,France,-1539,slt2_us_lt_total_net
2023-05,Germany,-6736,slt1_for_lt_total_net
2023-05,Germany,-1935,slt2_us_lt_total_net
2023-05,Grand Total,83569,slt1_for_lt_total_net
2023-05,Grand Total,36369,slt2_us_lt_total_net
2023-05,Greece,728,slt1_for_lt_total_net
2023-05,Greece,229,slt2_us_lt_total_net
2023-05,Guatemala,622,slt1_for_lt_total_net
2023-05,Guatemala,166,slt2_us_lt_total_net
2023-05,Guernsey,-713,slt1_for_lt_total_net
2023-05,Guernsey,-48,slt2_us_lt_total_net
2023-05,Hong Kong,5307,slt1_for_lt_total_net
2023-05,Hong Kong,-503,slt2_us_lt_total_net
2023-05,Hungary,57,slt1_for_lt_total_net
2023-05,Hungary,430,slt2_us_lt_total_net
2023-05,India,2325,slt1_for_lt_total_net
2023-05,India,2387,slt2_us_lt_total_net
2023-05,Indonesia,-69,slt1_for_lt_total_net
2023-05,Indonesia,188,slt2_us_lt_total_net
2023-05,International,8558,slt1_for_lt_total_net
2023-05,International,-99,slt2_us_lt_total_net
2023-05,Ireland,3184,slt1_for_lt_total_net
2023-05,Ireland,3619,slt2_us_lt_total_net
2023-05,Israel,5192,slt1_for_lt_total_net
2023-05,Israel,-494,slt2_us_lt_total_net
2023-05,Italy,855,slt1_for_lt_total_net
2023-05,Italy,-239,slt2_us_lt_total_net
2023-05,Jamaica,103,slt1_for_lt_total_net
2023-05,Jamaica,73,slt2_us_lt_total_net
2023-05,Japan,-9246,slt1_for_lt_total_net
2023-05,Japan,19,slt2_us_lt_total_net
2023-05,Jersey,572,slt1_for_lt_total_net
2023-05,Jersey,566,slt2_us_lt_total_net
2023-05,Kazakhstan,76,slt1_for_lt_total_net
2023-05,Kazakhstan,59,slt2_us_lt_total_net
2023-05,"Korea, South",9254,slt1_for_lt_total_net
2023-05,"Korea, South",2721,slt2_us_lt_total_net
2023-05,Kuwait,1575,slt1_for_lt_total_net
2023-05,Kuwait,170,slt2_us_lt_total_net
2023-05,Lebanon,8,slt1_for_lt_total_net
2023-05,Lebanon,16,slt2_us_lt_total_net
2023-05,Liberia,-9,slt1_for_lt_total_net
2023-05,Liberia,315,slt2_us_lt_total_net
2023-05,Luxembourg,-5720,slt1_for_lt_total_net
2023-05,Luxembourg,5210,slt2_us_lt_total_net
2023-05,Malaysia,883,slt1_for_lt_total_net
2023-05,Malaysia,203,slt2_us_lt_total_net
2023-05,Mauritius,-26,slt1_for_lt_total_net
2023-05,Mauritius,15,slt2_us_lt_total_net
2023-05,Memo: Euro Area,-25805,slt1_for_lt_total_net
2023-05,Memo: Euro Area,5046,slt2_us_lt_total_net
2023-05,Memo: European Union,-30221,slt1_for_lt_total_net
2023-05,Memo: European Union,6941,slt2_us_lt_total_net
2023-05,Mexico,2515,slt1_for_lt_total_net
2023-05,Mexico,-299,slt2_us_lt_total_net
2023-05,Monaco,-39,slt1_for_lt_total_net
2023-05,Monaco,19,slt2_us_lt_total_net
2023-05,Morocco,181,slt1_for_lt_total_net
2023-05,Morocco,222,slt2_us_lt_total_net
2023-05,Netherlands,3128,slt1_for_lt_total_net
2023-05,Netherlands,-163,slt2_us_lt_total_net
2023-05,New Zealand,-53,slt1_for_lt_total_net
2023-05,New Zealand,429,slt2_us_lt_total_net
2023-05,Norway,6990,slt1_for_lt_total_net
2023-05,Norway,-496,slt2_us_lt_total_net
2023-05,Of Which: Asset-Backed Securities,22032,slt1_for_lt_total_net
2023-05,Of Which: Asset-Backed Securities,12048,slt2_us_lt_total_net
2023-05,Of Which: Depository Institutions,-1227,slt1_for_lt_total_net
2023-05,Of Which: Depository Institutions,3595,slt2_us_lt_total_net
2023-05,Of Which: Foreign Non-Official,46026,slt1_for_lt_total_net
2023-05,Of Which: Foreign Non-Official Asset-Backed Securities,16603,slt1_for_lt_total_net
2023-05,Of Which: Foreign Non-Official Depository Institutions,-971,slt1_for_lt_total_net
2023-05,Of Which: Foreign Non-Official Fund Shares,-18284,slt1_for_lt_total_net
2023-05,Of Which: Foreign Non-Official Non-Financial Organizations,19147,slt1_for_lt_total_net
2023-05,Of Which: Foreign Non-Official Other Financial Organizations,-10084,slt1_for_lt_total_net
2023-05,Of Which: Foreign Non-Official State & Local General Government,674,slt1_for_lt_total_net
2023-05,Of Which: Foreign Official,37543,slt1_for_lt_total_net
2023-05,Of Which: Foreign Official Asset-Backed Securities,5429,slt1_for_lt_total_net
2023-05,Of Which: Foreign Official Depository Institutions,-256,slt1_for_lt_total_net
2023-05,Of Which: Foreign Official Fund Shares,2010,slt1_for_lt_total_net
2023-05,Of Which: Foreign Official Non-Financial Organizations,6103,slt1_for_lt_total_net
2023-05,Of Which: Foreign Official Other Financial Organizations,90,slt1_for_lt_total_net
2023-05,Of Which: Foreign Official State & Local General Government,82,slt1_for_lt_total_net
2023-05,Of Which: Fund Shares,-16274,slt1_for_lt_total_net
2023-05,Of Which: Fund Shares,-1000,slt2_us_lt_total_net
2023-05,Of Which: Non-Financial Organizations,25250,slt1_for_lt_total_net
2023-05,Of Which: Non-Financial Organizations,72,slt2_us_lt_total_net
2023-05,Of Which: Other Financial Organizations,-9994,slt1_for_lt_total_net
2023-05,Of Which: Other Financial Organizations,32309,slt2_us_lt_total_net
2023-05,Of Which: State & Local General Government,756,slt1_for_lt_total_net
2023-05,Pakistan,-2,slt1_for_lt_total_net
2023-05,Pakistan,25,slt2_us_lt_total_net
2023-05,Panama,618,slt1_for_lt_total_net
2023-05,Panama,850,slt2_us_lt_total_net
2023-05,Peru,433,slt1_for_lt_total_net
2023-05,Peru,590,slt2_us_lt_total_net
2023-05,Philippines,1044,slt1_for_lt_total_net
2023-05,Philippines,58,slt2_us_lt_total_net
2023-05,Poland,1509,slt1_for_lt_total_net
2023-05,Poland,546,slt2_us_lt_total_net
2023-05,Portugal,44,slt1_for_lt_total_net
2023-05,Portugal,-108,slt2_us_lt_total_net
2023-05,Romania,-4,slt1_for_lt_total_net
2023-05,Romania,413,slt2_us_lt_total_net
2023-05,Russia,28,slt1_for_lt_total_net
2023-05,Russia,53,slt2_us_lt_total_net
2023-05,Saint Kitts and Nevis,9,slt1_for_lt_total_net
2023-05,Saudi Arabia,-25,slt1_for_lt_total_net
2023-05,Serbia,90,slt1_for_lt_total_net
2023-05,Serbia,-36,slt2_us_lt_total_net
2023-05,Singapore,4330,slt1_for_lt_total_net
2023-05,Singapore,14617,slt2_us_lt_total_net
2023-05,South Africa,1020,slt1_for_lt_total_net
2023-05,South Africa,356,slt2_us_lt_total_net
2023-05,Spain,1374,slt1_for_lt_total_net
2023-05,Spain,-1213,slt2_us_lt_total_net
2023-05,Sweden,944,slt1_for_lt_total_net
2023-05,Sweden,-56,slt2_us_lt_total_net
2023-05,Switzerland,10295,slt1_for_lt_total_net
2023-05,Switzerland,-1063,slt2_us_lt_total_net
2023-05,Syria,0,slt1_for_lt_total_net
2023-05,Taiwan,5049,slt1_for_lt_total_net
2023-05,Taiwan,2804,slt2_us_lt_total_net
2023-05,Thailand,699,slt1_for_lt_total_net
2023-05,Thailand,254,slt2_us_lt_total_net
2023-05,Total Africa,1541,slt1_for_lt_total_net
2023-05,Total Africa,1187,slt2_us_lt_total_net
2023-05,Total Asia,13786,slt1_for_lt_total_net
2023-05,Total Asia,26564,slt2_us_lt_total_net
2023-05,Total Caribbean,35445,slt1_for_lt_total_net
2023-05,Total Caribbean,6299,slt2_us_lt_total_net
2023-05,Total Europe,-11277,slt1_for_lt_total_net
2023-05,Total Europe,3937,slt2_us_lt_total_net
2023-05,Total IROs,7422,slt1_for_lt_total_net
2023-05,Total IROs,41,slt2_us_lt_total_net
2023-05,Total Latin America,7506,slt1_for_lt_total_net
2023-05,Total Latin America,2183,slt2_us_lt_total_net
2023-05,Total Other,-6860,slt1_for_lt_total_net
2023-05,Total Other,1089,slt2_us_lt_total_net
2023-05,Total Regional Orgs.,-1136,slt1_for_lt_total_net
2023-05,Total Regional Orgs.,140,slt2_us_lt_total_net
2023-05,Trinidad and Tobago,126,slt1_for_lt_total_net
2023-05,Trinidad and Tobago,87,slt2_us_lt_total_net
2023-05,Turkey,-56,slt1_for_lt_total_net
2023-05,Turkey,-307,slt2_us_lt_total_net
2023-05,Ukraine,-105,slt1_for_lt_total_net
2023-05,Ukraine,186,slt2_us_lt_total_net
2023-05,United Arab Emirates,-3743,slt1_for_lt_total_net
2023-05,United Arab Emirates,199,slt2_us_lt_total_net
2023-05,United Kingdom,1091,slt1_for_lt_total_net
2023-05,United Kingdom,-1877,slt2_us_lt_total_net
2023-05,Uruguay,797,slt1_for_lt_total_net
2023-05,Uruguay,428,slt2_us_lt_total_net
2023-05,Venezuela,1,slt1_for_lt_total_net
2023-05,Venezuela,-12,slt2_us_lt_total_net
2023-06,All Countries,249478,slt1_for_lt_total_net
2023-06,All Countries,49057,slt2_us_lt_total_net
2023-06,Anguilla,283,slt1_for_lt_total_net
2023-06,Argentina,144,slt1_for_lt_total_net
2023-06,Argentina,1998,slt2_us_lt_total_net
2023-06,Aruba,-84,slt1_for_lt_total_net
2023-06,Aruba,0,slt2_us_lt_total_net
2023-06,Australia,7378,slt1_for_lt_total_net
2023-06,Australia,1961,slt2_us_lt_total_net
2023-06,Austria,11502,slt1_for_lt_total_net
2023-06,Austria,131,slt2_us_lt_total_net
2023-06,Bahamas,517,slt1_for_lt_total_net
2023-06,Bahamas,30,slt2_us_lt_total_net
2023-06,Barbados,39,slt1_for_lt_total_net
2023-06,Barbados,-61,slt2_us_lt_total_net
2023-06,Belgium,10097,slt1_for_lt_total_net
2023-06,Belgium,127,slt2_us_lt_total_net
2023-06,Bermuda,6256,slt1_for_lt_total_net
2023-06,Bermuda,1491,slt2_us_lt_total_net
2023-06,Brazil,-1130,slt1_for_lt_total_net
2023-06,Brazil,-655,slt2_us_lt_total_net
2023-06,British Virgin Islands,2128,slt1_for_lt_total_net
2023-06,British Virgin Islands,-514,slt2_us_lt_total_net
2023-06,Bulgaria,-7,slt1_for_lt_total_net
2023-06,Bulgaria,-24,slt2_us_lt_total_net
2023-06,Canada,7448,slt1_for_lt_total_net
2023-06,Canada,9430,slt2_us_lt_total_net
2023-06,Cayman Islands,12149,slt1_for_lt_total_net
2023-06,Cayman Islands,4676,slt2_us_lt_total_net
2023-06,Chile,1726,slt1_for_lt_total_net
2023-06,Chile,125,slt2_us_lt_total_net
2023-06,"China, Mainland",18079,slt1_for_lt_total_net
2023-06,"China, Mainland",828,slt2_us_lt_total_net
2023-06,Colombia,3425,slt1_for_lt_total_net
2023-06,Colombia,-274,slt2_us_lt_total_net
2023-06,Costa Rica,205,slt1_for_lt_total_net
2023-06,Costa Rica,9,slt2_us_lt_total_net
2023-06,Cuba,0,slt1_for_lt_total_net
2023-06,Cuba,1,slt2_us_lt_total_net
2023-06,Curacao,82,slt1_for_lt_total_net
2023-06,Curacao,620,slt2_us_lt_total_net
2023-06,Cyprus,-30,slt1_for_lt_total_net
2023-06,Cyprus,-227,slt2_us_lt_total_net
2023-06,Czech Republic,1694,slt1_for_lt_total_net
2023-06,Czech Republic,-110,slt2_us_lt_total_net
2023-06,Denmark,9550,slt1_for_lt_total_net
2023-06,Denmark,-941,slt2_us_lt_total_net
2023-06,Ecuador,34,slt1_for_lt_total_net
2023-06,Ecuador,-50,slt2_us_lt_total_net
2023-06,Egypt,665,slt1_for_lt_total_net
2023-06,Egypt,-26,slt2_us_lt_total_net
2023-06,Finland,458,slt1_for_lt_total_net
2023-06,Finland,444,slt2_us_lt_total_net
2023-06,France,38697,slt1_for_lt_total_net
2023-06,France,1896,slt2_us_lt_total_net
2023-06,Germany,11989,slt1_for_lt_total_net
2023-06,Germany,1877,slt2_us_lt_total_net
2023-06,Grand Total,258394,slt1_for_lt_total_net
2023-06,Grand Total,49155,slt2_us_lt_total_net
2023-06,Greece,518,slt1_for_lt_total_net
2023-06,Greece,14,slt2_us_lt_total_net
2023-06,Guatemala,1148,slt1_for_lt_total_net
2023-06,Guatemala,154,slt2_us_lt_total_net
2023-06,Guernsey,-403,slt1_for_lt_total_net
2023-06,Guernsey,-159,slt2_us_lt_total_net
2023-06,Hong Kong,-12570,slt1_for_lt_total_net
2023-06,Hong Kong,-71,slt2_us_lt_total_net
2023-06,Hungary,85,slt1_for_lt_total_net
2023-06,Hungary,134,slt2_us_lt_total_net
2023-06,India,-782,slt1_for_lt_total_net
2023-06,India,3201,slt2_us_lt_total_net
2023-06,Indonesia,286,slt1_for_lt_total_net
2023-06,Indonesia,112,slt2_us_lt_total_net
2023-06,International,7205,slt1_for_lt_total_net
2023-06,International,-36,slt2_us_lt_total_net
2023-06,Ireland,10873,slt1_for_lt_total_net
2023-06,Ireland,2453,slt2_us_lt_total_net
2023-06,Israel,23595,slt1_for_lt_total_net
2023-06,Israel,-157,slt2_us_lt_total_net
2023-06,Italy,3851,slt1_for_lt_total_net
2023-06,Italy,1578,slt2_us_lt_total_net
2023-06,Jamaica,29,slt1_for_lt_total_net
2023-06,Jamaica,-18,slt2_us_lt_total_net
2023-06,Japan,6121,slt1_for_lt_total_net
2023-06,Japan,9307,slt2_us_lt_total_net
2023-06,Jersey,-88,slt1_for_lt_total_net
2023-06,Jersey,2014,slt2_us_lt_total_net
2023-06,Kazakhstan,-220,slt1_for_lt_total_net
2023-06,Kazakhstan,-46,slt2_us_lt_total_net
2023-06,"Korea, South",3335,slt1_for_lt_total_net
2023-06,"Korea, South",530,slt2_us_lt_total_net
2023-06,Kuwait,-469,slt1_for_lt_total_net
2023-06,Kuwait,-195,slt2_us_lt_total_net
2023-06,Lebanon,7,slt1_for_lt_total_net
2023-06,Lebanon,-17,slt2_us_lt_total_net
2023-06,Liberia,17,slt1_for_lt_total_net
2023-06,Liberia,152,slt2_us_lt_total_net
2023-06,Luxembourg,2059,slt1_for_lt_total_net
2023-06,Luxembourg,-517,slt2_us_lt_total_net
2023-06,Malaysia,-90,slt1_for_lt_total_net
2023-06,Malaysia,25,slt2_us_lt_total_net
2023-06,Mauritius,30,slt1_for_lt_total_net
2023-06,Mauritius,2,slt2_us_lt_total_net
2023-06,Memo: Euro Area,95972,slt1_for_lt_total_net
2023-06,Memo: Euro Area,10951,slt2_us_lt_total_net
2023-06,Memo: European Union,113242,slt1_for_lt_total_net
